Hindi,Santali
"फिल्म में सिन्हा ने पिया की भूमिका निभाई है, जो एक मासूम महिला है जो परिस्थितियों का शिकार हो जाती है।","ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮ, ᱥᱤᱱᱦᱟ ᱯᱤᱭᱟ ᱪᱩᱨᱤᱛ ᱨᱮᱭ ᱯᱟᱴ ᱞᱮᱫᱟ, ᱢᱤᱫᱦᱚᱲ ᱢᱟᱹᱦᱤᱨ ᱛᱤᱨᱞᱟᱹ ᱡᱟᱦᱟᱸᱭ ᱦᱟᱞᱚᱛ ᱨᱮᱭ ᱯᱟᱲᱟᱣ ᱞᱮᱱᱟ ᱾"
हाल के वर्षों में राजनीतिक स्थिरता में वृद्धि हुई है।,ᱱᱮᱵᱮᱴᱟᱨ ᱥᱮᱨᱢᱟᱠᱚ ᱨᱮ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱥᱛᱷᱤᱛᱤᱥᱤᱞᱛᱟ ᱵᱟᱹᱲᱛᱤ ᱟᱠᱟᱱᱟ ᱾
"लद्दाख भारत का सबसे ऊँचा पठार है, जिसका अधिकांश भाग 9,800 फीट से अधिक है।","ᱞᱟᱫᱟᱠᱷ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱱᱟᱜ ᱞᱟᱯᱷᱟᱝ ᱩᱛᱟᱹᱨ ᱢᱟᱞᱵᱷᱩᱢᱤ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱰᱷᱮᱨ ᱦᱤᱸᱥᱜᱮ ᱙᱘᱐᱐ ᱯᱷᱩᱴ ᱠᱷᱚᱱᱦᱚᱸ ᱰᱷᱮᱨ ᱜᱮᱭᱟ ᱾"
उन्होंने 800 से अधिक फिल्मों में अभिनय किया है।,ᱩᱱᱤ ᱫᱚ ᱘᱐᱐ ᱠᱷᱚᱱ ᱦᱚᱸ ᱡᱟᱹᱥᱛᱤ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮ ᱯᱟᱴᱷ ᱟᱠᱟᱫᱟᱭ ᱾
"छापों का नेतृत्व डोलोइस करते हैं, जो छापे के स्तर पर कार्यकारी और औपचारिक कार्यों को करने के लिए जिम्मेदार होते हैं।","ᱨᱮᱭᱤᱰ ᱨᱮᱱ ᱟᱹᱭᱩᱨᱤᱡ ᱫᱚ ᱰᱞᱳᱭᱤᱥ, ᱡᱟᱦᱟᱭ ᱠᱚ ᱨᱮᱭᱤᱰ ᱛᱷᱟᱨ ᱨᱮ ᱠᱟᱹᱢᱤ ᱧᱮᱞᱟᱱᱟᱜ ᱟᱨ ᱟᱠᱷᱲᱟ ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ ᱠᱟᱹᱢᱤ ᱯᱩᱨᱟᱹᱣ ᱞᱟᱹᱜᱤᱫ ᱫᱟᱹᱭᱤ ᱾"
दक्षिणी प्रवेश द्वार पर एक शिलालेख में लिखा है कि यह सातकर्णी द्वितीय के शाही वास्तुकार आनंद का काम था।,ᱫᱟᱹᱠᱠᱷᱤᱱ ᱵᱚᱞᱚᱱ ᱫᱩᱣᱟᱹᱨ ᱨᱮᱱᱟᱜ ᱥᱤᱞᱟᱞᱤᱯᱤ ᱨᱮ ᱨᱮᱠᱚᱨᱰ ᱠᱚᱨᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱮ ᱱᱚᱶᱟ ᱫᱚ ᱫᱚᱥᱟᱨ ᱥᱟᱛᱠᱚᱨᱱᱤ ᱟᱜ ᱨᱟᱡᱳᱪᱤᱛᱚ ᱠᱩᱸᱫᱟᱹᱣ ᱨᱟᱹᱥᱠᱟᱹ ᱟᱱᱟᱜ ᱠᱟᱹᱢᱤ ᱾
ये अधिकारी प्रत्येक जिले में ग्राम परिषदों के साथ काम करते हैं।,ᱱᱩᱠᱩ ᱠᱟᱹᱢᱤ ᱢᱩᱠᱷᱤᱭᱟᱹ ᱠᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱱᱚᱛ ᱨᱮᱱᱟᱜ ᱟᱛᱩ ᱯᱚᱨᱤᱥᱚᱫᱽ ᱥᱟᱶᱛᱮ ᱠᱚ ᱠᱟᱹᱢᱤᱭᱟ ᱾
उस समय के अभ्यासियों ने कई नई रचनाओं का निर्माण किया।,ᱚᱱᱟ ᱚᱠᱛᱮ ᱨᱮᱱ ᱪᱟᱨᱪᱟᱣᱠᱚ ᱠᱤᱪᱷᱩ ᱜᱟᱱ ᱱᱟᱣᱟᱱ ᱦᱚᱨᱟ ᱠᱚ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱾
हर साल 1 नवंबर को राज्य ने कुट उत्सव के लिए अवकाश घोषित किया।,ᱡᱟᱶ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱑ ᱱᱚᱵᱷᱮᱢᱵᱚᱨ ᱠᱩᱴ ᱯᱟᱞᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱪᱷᱩᱴᱤᱭ ᱩᱪᱷᱟᱹᱱ ᱟᱠᱟᱫᱟ ᱯᱚᱱᱚᱛ ᱾
इस क्षेत्र में साहसिक पर्यटन में हाल ही में विकास ऋषिकेश में व्हाइटवाटर राफ्टिंग रहा है।,ᱨᱤᱥᱤᱠᱮᱥ ᱦᱳᱭᱟᱤᱴᱳᱣᱟᱴᱟᱨ ᱨᱟᱯᱷᱴᱤᱝ ᱴᱚᱴᱷᱟᱨᱮ ᱨᱟᱥᱹᱠᱟᱹ ᱟᱱ ᱥᱟᱸᱜᱷᱟᱨ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱦᱟᱜᱟᱠ ᱮ ᱡᱚᱲᱟᱣ ᱞᱮᱫᱟ ᱾
बद्रीनाथ के पास वसुधारा जलप्रपात बर्फ से ढके पहाड़ों की पृष्ठभूमि में 122 मीटर की ऊंचाई वाला एक झरना है।,ᱵᱚᱫᱽᱨᱤᱱᱟᱛᱷ ᱴᱷᱮᱱ ᱵᱚᱥᱩᱫᱷᱟᱨᱟ ᱦᱩᱫᱦᱩᱫᱤ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱤᱛᱤᱧ ᱫᱟᱜᱽᱛᱮ ᱯᱚᱴᱚᱢ ᱵᱩᱨᱩ ᱨᱮᱱᱟᱜ ᱚᱱᱚᱝᱨᱮ ᱢᱮᱱᱟᱜ ᱢᱤᱫ ᱑᱒᱒ ᱢᱤᱴᱟᱨ ᱩᱥᱩᱞᱟᱱ ᱢᱤᱫᱟᱱ ᱦᱩᱫᱦᱩᱫᱤ ᱾
"प्रमुख शब्दों के अपने अलग लेख पृष्ठ हैं, जबकि छोटे शब्दों को यहाँ परिभाषित/वर्णित किया गया है।","ᱢᱩᱬᱩᱫ ᱦᱩᱫᱟᱹ ᱠᱚᱨᱮᱭᱟᱜ ᱟᱯᱱᱟᱨᱟᱜ ᱵᱷᱤᱱᱟᱹ ᱚᱱᱚᱞ ᱥᱟᱦᱚᱴᱟ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ, ᱡᱟᱦᱟᱨᱮ ᱢᱩᱬᱩᱫ ᱦᱩᱫᱟᱹᱠᱚ ᱱᱚᱰᱮ ᱯᱟᱹᱱᱟᱹᱨᱥᱤ/ᱵᱚᱨᱱᱚᱱ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾"
बारासिंघा मध्य प्रदेशक राज्य पशु अछि आ दुधराज राज्य पक्षी अछि।,ᱢᱟᱨᱟᱝ ᱠᱩᱞ ᱮ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱯᱚᱱᱚᱛ ᱨᱮᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱟᱨ ᱫᱩᱫᱷᱨᱟᱡᱽ ᱫᱚ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟᱭ ᱢᱚᱫᱽᱫᱷᱚᱯᱨᱚᱫᱮᱥ ᱨᱮᱱ ᱫᱤᱥᱚᱢ ᱪᱮᱸᱬᱮ ᱾
केन-घरियाल और सोन-घरियाल अभयारण्यों का प्रबंधन घरियाल और मगर के संरक्षण के लिए किया जाता है।,ᱠᱮᱱᱼᱜᱷᱚᱲᱤᱭᱟᱞ ᱟᱨ ᱥᱳᱱᱼᱜᱷᱚᱲᱤᱭᱟᱞ ᱚᱵᱷᱚᱭᱟᱨᱚᱱᱱᱚ ᱜᱷᱚᱲᱤᱭᱟᱞ ᱟᱨ ᱛᱟᱭᱟᱝ ᱨᱟᱠᱷᱟᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱪᱟᱞᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱾
"राज्य में नागा लोगों की संख्या लगभग 18 लाख है, जो आबादी का 90 प्रतिशत से अधिक है।","ᱯᱚᱱᱚᱛ ᱨᱮ ᱱᱟᱜᱟ ᱦᱚᱲᱜᱩᱴ ᱠᱚᱣᱟᱜ ᱞᱮᱠᱷᱟ ᱚᱱᱢᱟᱱ ᱑ ᱞᱟᱠᱷ ᱘᱐ ᱦᱟᱡᱟᱨ , ᱡᱟᱦᱟᱸ ᱫᱚ ᱦᱚᱲ ᱞᱮᱠᱷᱟ ᱨᱮᱭᱟᱜ ᱙᱐% ᱠᱷᱚᱱ ᱦᱚᱸ ᱰᱷᱮᱨ ᱾"
"कोरबा, छत्तीसगढ़ में गेवरा, दीपका, कुसमुंडा खुली ढलाई वाली कोयला खदानें भारत की सबसे बड़ी और भारत की उपग्रह छवियों में दिखाई देने वाली सबसे बड़ी मानव निर्मित संरचना हैं।","ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮᱭᱟᱜ ᱠᱳᱨᱵᱟᱭ ᱜᱮᱵᱷᱨᱟ, ᱰᱤᱯᱠᱟ, ᱠᱩᱥᱢᱩᱱᱰᱟ ᱠᱷᱩᱞᱟᱹ ᱰᱷᱟᱹᱞᱟᱭ ᱨᱮᱭᱟᱜ ᱠᱷᱟᱫᱟᱱ ᱠᱚᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱟᱝ ᱟᱨ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱥᱮᱴᱮᱞᱟᱭᱤᱴ ᱪᱤᱛᱟᱹᱨ ᱠᱚᱨᱮ ᱧᱮᱧᱮᱞᱟᱱ ᱢᱟᱲᱟᱝ ᱢᱟᱱᱶᱟᱼᱟᱜ ᱢᱟᱨᱟᱝ ᱫᱟᱲᱢᱟᱠᱟᱨ ᱾"
कृष्ण के पसंदीदा माने जाने वाले व्यंजन बहुत सावधानी से तैयार किए जाते हैं।,ᱠᱨᱤᱥᱱᱚ ᱡᱟᱸᱦᱟᱭ ᱠᱩᱥᱤᱭᱟᱜ ᱡᱚᱢ ᱠᱚ ᱢᱚᱱᱮᱭᱟᱱ ᱚᱱᱟ ᱟᱹᱰᱤ ᱡᱚᱛᱚᱱ ᱛᱮ ᱵᱮᱱᱟᱶ ᱦᱳᱭᱚᱜᱼᱟ ᱾
इनमें फारसी कविता की कुछ पंक्तियाँ होती हैं जिनमें नरम शब्दांश या बोल एक धुन पर सेट होते हैं।,ᱱᱚᱣᱟ ᱠᱚ ᱫᱚ ᱢᱤᱫ ᱨᱟᱦᱟᱛᱮ ᱵᱟᱪᱷᱟᱣ ᱟᱠᱟᱫ ᱨᱟᱣᱟᱞ ᱥᱤᱞᱮᱵᱚᱞ ᱥᱮ ᱵᱳᱞ ᱥᱟᱶᱛᱮ ᱯᱷᱟᱨᱥᱤ ᱚᱱᱚᱬᱦᱮᱸ ᱨᱮᱱᱟᱜ ᱠᱤᱪᱷᱤ ᱛᱷᱟᱨ ᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
"एयरटेल ब्रॉडबैंड, एक्ट ब्रॉडबैंड, बीएसएनएल, हैथवे और कुछ अन्य तमिलनाडु के कई शहरों और ग्रामीण क्षेत्रों में हाई-स्पीड फाइबर ऑप्टिक ब्रॉडबैंड कनेक्शन प्रदान कर रहे हैं।","ᱮᱭᱟᱨᱴᱮᱞ ᱵᱚᱨᱰᱵᱮᱱᱰ, ᱮᱠᱴ ᱵᱚᱨᱰᱰᱮᱱᱰ, ᱵᱤ ᱮᱥ ᱮᱱ ᱮᱞ , ᱦᱮᱛᱚᱭᱮ ᱟᱨ ᱟᱭᱢᱟᱜᱟᱱ ᱛᱟᱹᱢᱤᱞᱱᱟᱲᱩ ᱨᱮ ᱯᱟᱥᱱᱟᱶ ᱟᱹᱰᱤᱜᱟᱱ ᱥᱟᱦᱟᱨ ᱟᱨ ᱟᱛᱳ ᱴᱚᱴᱷᱟᱨᱮ ᱪᱮᱛᱟᱱ ᱜᱚᱛᱤ ᱨᱮᱭᱟᱜ ᱯᱷᱟᱭᱵᱟᱨ ᱚᱯᱴᱤᱠ ᱵᱚᱨᱰᱰᱮᱱᱰ ᱡᱚᱲᱟᱶ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱾"
इसे मृदंगम के समान ही बजाया जाता है।,ᱱᱚᱶᱟ ᱫᱚ ᱛᱩᱢᱫᱟᱜ ᱞᱮᱠᱟ ᱠᱟᱛᱮ ᱨᱩᱭ ᱦᱩᱭᱩᱜᱼᱟ ᱾
शेफर ने नागालैंड और उसके आसपास पाई जाने वाली भाषाओं के लिए अपनी वर्गीकरण प्रणाली शुरू की।,ᱥᱮᱯᱷᱟᱨ ᱱᱟᱜᱟᱞᱮᱱᱰ ᱟᱨ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱥᱩᱨᱥᱩᱯᱩᱨ ᱨᱮ ᱧᱟᱢᱚᱜ ᱯᱟᱹᱨᱥᱤ ᱞᱟᱹᱜᱤᱫ ᱟᱡᱟᱜ ᱱᱤᱡᱮᱨᱟᱜ ᱦᱟᱹᱱᱟᱹᱴᱤᱧ ᱵᱚᱱᱫᱷᱮᱡᱽ ᱟᱛᱮᱭ ᱦᱮᱡ ᱞᱮᱱᱟ ᱾
"औसतन, अधिकांश लोग 2 से 4 मील प्रति घंटे की गति से चलते हैं।",ᱡᱟᱹᱥᱛᱤ ᱦᱚᱲ ᱜᱮ ᱜᱚᱲ ᱨᱮ ᱒ ᱠᱷᱚᱱ ᱔ ᱢᱟᱭᱤᱞ ᱡᱟᱣ ᱴᱟᱲᱟᱝ ᱡᱩᱨ ᱛᱮᱠᱚ ᱛᱟᱲᱟᱢᱟ ᱾
"दक्षिण पश्चिम रेलवे द्वारा संचालित लाइन का निर्माण औपनिवेशिक युग के दौरान किया गया था जो बंदरगाह शहर वास्को डी गामा, गोवा को बेलगाम, हुबली, कर्नाटक से मडगांव के रास्ते जोड़ता था।","ᱫᱚᱠᱠᱷᱤᱱ ᱯᱚᱪᱷᱤᱢ ᱨᱮᱞᱣᱮ ᱪᱟᱼᱪᱟᱞᱟᱶ ᱛᱮ ᱞᱟᱭᱤᱱᱫᱚ ᱢᱟᱨᱜᱟᱶ ᱦᱳᱭ ᱠᱟᱛᱮ ᱵᱮᱞᱜᱟᱢ, ᱦᱩᱵᱞᱤ, ᱠᱚᱨᱱᱟᱴᱚᱠ ᱥᱟᱞᱟᱜ ᱜᱳᱣᱟ ᱥᱟᱢᱩᱫ ᱜᱷᱟᱴ ᱥᱟᱦᱟᱨ ᱵᱷᱟᱥᱠᱳ ᱫᱟ ᱜᱟᱢᱟ ᱫᱚ ᱡᱚᱲᱟᱣ ᱠᱟᱛᱮ ᱳᱣᱯᱚᱱᱤᱵᱮᱥᱤᱠ ᱡᱩᱜ ᱨᱮ ᱵᱮᱱᱟᱣ ᱞᱮᱱᱟ ᱾"
प्रसिद्ध अभिनेता शम्मी कपूर और शशि कपूर उनके चाचा थे।,ᱧᱩᱛᱩᱢᱟᱱ ᱚᱵᱷᱤᱱᱮᱛᱟ ᱥᱟᱢᱢᱤ ᱠᱟᱯᱩᱨ ᱟᱨ ᱥᱚᱥᱤ ᱠᱟᱯᱩᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ ᱟᱡ ᱢᱟᱢᱟ ᱾
"भारतीय प्रायद्वीप का सबसे दक्षिणी छोर कन्याकुमारी है, जो अरब सागर, बंगाल की खाड़ी और हिंद महासागर का मिलन बिंदु है।","ᱵᱷᱟᱨᱚᱛᱤᱭᱟᱹ ᱥᱟᱸᱜᱟ ᱰᱷᱤᱯ ᱨᱮᱭᱟᱜ ᱫᱚᱠᱷᱤᱱ ᱫᱷᱟᱨᱮ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱠᱚᱱᱱᱟᱠᱩᱢᱟᱨᱤ, ᱡᱟᱸᱦᱟ ᱫᱚ ᱟᱨᱚᱵᱽ ᱫᱚᱨᱭᱟ, ᱵᱚᱝᱳᱯᱚᱥᱟᱜᱚᱨ ᱟᱨ ᱵᱷᱟᱨᱚᱛ ᱢᱟᱦᱟ ᱫᱚᱨᱭᱟ ᱨᱮᱭᱟᱜ ᱢᱤᱞᱚᱱ ᱴᱷᱟᱶ᱾"
निर्देश मुख्य रूप से अंग्रेजी में है-नागालैंड की आधिकारिक भाषा।,ᱥᱮᱪᱮᱫ ᱮᱢᱚᱜ ᱦᱳᱭᱳᱜᱼᱟ ᱟᱥᱚᱞᱨᱮ ᱱᱟᱜᱟᱞᱮᱱᱰ ᱨᱮᱭᱟᱜ ᱥᱚᱨᱠᱟᱨᱤ ᱯᱟᱹᱨᱥᱤ ᱤᱝᱨᱮᱡᱤᱛᱮ ᱾
"कई ऑनलाइन विक्रेता, जैसे कि अमेज़न और ईबे, कम कीमतों पर उत्पादों की एक विशाल विविधता प्रदान करते हैं, जो आपको स्टोर में मिल सकती है।","ᱟᱹᱰᱤᱜᱟᱱ ᱚᱱᱞᱟᱭᱤᱱ ᱟᱠᱷᱨᱤᱧᱤᱭᱟᱹ, ᱡᱮᱞᱮᱠᱟ ᱟᱢᱟᱡᱚᱱ ᱟᱨ ᱤᱵᱮ ᱟᱢ ᱫᱚᱠᱟᱱ ᱨᱮ ᱡᱟᱦᱟᱢ ᱧᱟᱢᱟ ᱚᱱᱟ ᱠᱷᱚᱱᱦᱚᱸ ᱠᱚᱢ ᱫᱟᱢ ᱨᱮᱭᱟᱜ ᱟᱹᱰᱤ ᱞᱮᱠᱟᱱ ᱫᱩᱨᱤᱵᱽ ᱮᱢᱚᱜᱼᱟ ᱾"
"यह पैरामीटर यह आकलन करता है कि क्या कोशिका नाभिक सामान्य स्तन वाहिनी उपकला कोशिकाओं की तरह समान हैं, या क्या वे बड़े, गहरे या अनियमित हैं।","ᱱᱚᱶᱟ ᱥᱛᱷᱤᱛᱤ ᱢᱟᱯ ᱫᱚ ᱥᱚᱜ ᱥᱮᱴᱮᱡᱟᱭ ᱡᱮ ᱠᱳᱥ ᱨᱮᱭᱟᱜ ᱱᱤᱭᱩᱠᱞᱤᱭᱟᱥ ᱞᱮᱠᱟᱛᱮ ᱥᱛᱚᱱ ᱱᱟᱹᱞᱤ ᱮᱯᱤᱛᱷᱮᱞᱤᱭᱟᱞ ᱠᱳᱥ ᱠᱚᱫᱚ ᱮᱴᱟᱜᱟᱜ ᱟᱨ ᱚᱱᱟᱠᱚᱫᱚ ᱢᱟᱨᱟᱝ, ᱫᱟᱹᱨᱭᱟᱹ ᱵᱟᱝᱠᱷᱟᱝ ᱚᱱᱤᱭᱚᱭᱚᱢᱤᱛᱚᱜ ᱠᱟᱱᱟ ᱥᱮ ᱵᱟᱝ ᱾"
"उन्हें हिंदुस्तानी संगीत के कुछ पहलुओं को व्यवस्थित करने और यमन कल्याण, ज़ीलफ़ और सरपदा जैसे कई रागों को पेश करने का श्रेय दिया जाता है।","ᱩᱱᱤ ᱢᱟᱹᱱ ᱮᱢ ᱦᱳᱭ ᱞᱮᱱᱟ ᱦᱤᱱᱫᱩᱥᱛᱷᱟᱱᱤ ᱥᱮᱨᱮᱧ ᱨᱮ ᱠᱤᱪᱷᱤ ᱱᱟᱠᱷᱟ ᱨᱮ ᱯᱚᱫᱫᱷᱚᱛᱤ ᱟᱨ ᱟᱭᱢᱟ ᱠᱤᱪᱷᱤ ᱨᱟᱜ ᱨᱮᱭᱟᱜ ᱡᱟᱸᱦᱟ ᱞᱮᱠᱟ ᱤᱢᱚᱱ ᱠᱚᱞᱞᱟᱱ, ᱡᱤᱞᱟᱯᱷ ᱟᱨ ᱥᱚᱨᱯᱚᱫ ᱠᱳᱶᱟᱜ ᱨᱟᱠᱟᱵ ᱦᱮᱪ ᱞᱟᱹᱜᱤᱫ ᱾"
इसके बाद 1975 में सिक्किम का विलय हुआ।,ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱑᱙᱗᱕ ᱥᱟᱞ ᱨᱮ ᱥᱤᱠᱤᱢ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱢᱤᱞ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
वे विशिष्ट शिक्षा विषयों के अलावा पाली और खामती लिपियाँ भी पढ़ाते हैं।,ᱩᱱᱠᱩ ᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱥᱮᱪᱮᱫ ᱥᱟᱛᱟᱢ ᱪᱷᱟᱰᱟ ᱦᱚᱸ ᱯᱟᱹᱞᱤ ᱟᱨ ᱠᱷᱟᱢᱛᱤ ᱞᱤᱯᱤ ᱠᱚ ᱪᱮᱫ ᱟᱠᱚᱣᱟ ᱾
उत्तराखंड राज्य फुटबॉल संघ फुटबॉल संघ का शासी निकाय है।,ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱯᱚᱱᱚᱛ ᱯᱷᱩᱴᱵᱚᱞ ᱜᱟᱶᱛᱟ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱷᱩᱴᱵᱚᱞ ᱪᱟᱪᱞᱟᱶ ᱜᱟᱶᱛᱟ ᱾
वज़ारत का मुख्यालय वर्ष के छह महीने लेह में और छह महीने के लिए स्कर्दू में था।,ᱩᱡᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱥᱚᱫᱚᱨ ᱫᱚᱯᱛᱚᱨ ᱫᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱛᱩᱨᱩᱭ ᱪᱟᱸᱫᱳ ᱫᱚ ᱞᱮᱦᱚᱨᱮ ᱟᱨ ᱛᱩᱨᱩᱭ ᱪᱟᱸᱫᱳ ᱫᱚ ᱥᱠᱟᱨᱫᱩᱛ ᱨᱮ ᱾
यक्षगान में राग मट्टू नामक मधुर रूपों के एक समूह के साथ निकटता से जुड़े हुए हैं।,ᱢᱟᱴᱴᱩ ᱧᱩᱛᱩᱢᱟᱱ ᱨᱟᱦᱟ ᱥᱟᱶ ᱢᱤᱫᱴᱟᱝ ᱨᱩᱯ ᱥᱟᱞᱟᱜ ᱥᱳᱨ ᱥᱳᱯᱳᱨ ᱡᱚᱲᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱚᱠᱠᱷᱚ ᱠᱚᱶᱟᱜ ᱨᱟᱜᱽ ᱠᱚ ᱾
"निश्चित खर्चों में बंधक भुगतान या किराया, क्रेडिट कार्ड भुगतान, कार भुगतान और बिजली, पानी और सीवेज जैसी आवश्यक उपयोगिताएँ शामिल हो सकती हैं।","ᱜᱚᱴᱟ ᱵᱩᱴᱟᱹ ᱠᱷᱚᱨᱚᱪ ᱠᱚ ᱢᱩᱫᱽ ᱨᱮ ᱵᱚᱱᱫᱷᱚ ᱠᱷᱚᱨᱚᱪ ᱥᱮ ᱵᱷᱟᱲᱟ, ᱠᱨᱮᱰᱤᱴ ᱠᱟᱨᱰ ᱠᱷᱚᱨᱚᱪ, ᱜᱟᱺᱰᱤ ᱠᱷᱚᱨᱚᱪ ᱟᱨ ᱠᱟᱨᱮᱱ, ᱫᱟᱜ, ᱟᱨ ᱵᱟᱹᱲᱤᱡ ᱫᱟᱜ ᱠᱚ ᱥᱟᱦᱟᱜᱤᱰᱤᱭ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱤᱭᱩᱴᱤᱞᱤᱴᱤ ᱠᱚ ᱥᱮᱞᱮᱫ ᱦᱳᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
यह अभयारण्य मंचेरियल शहर से 35 किमी दूर प्राणहिता नदी के तट पर है।,ᱢᱟᱱᱪᱮᱨᱤᱭᱟᱞ ᱱᱟᱜᱟᱨ ᱠᱷᱚᱱ ᱓᱕ ᱠᱤᱞᱳᱢᱤᱴᱟᱨ ᱥᱟᱹᱜᱤᱧ ᱨᱮ ᱯᱮᱨᱟᱱᱦᱤᱛᱟ ᱜᱟᱰᱟ ᱟᱲᱮ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱵᱤᱱ ᱵᱚᱛᱚᱨᱟᱱ ᱵᱤᱨ ᱾
यह हिमालय से कुनलुन पर्वतमाला तक फैला हुआ है और इसमें ऊपरी सिंधु नदी घाटी शामिल है।,ᱱᱚᱶᱟ ᱫᱚ ᱦᱤᱢᱟᱞᱚᱭ ᱠᱷᱚᱱ ᱠᱩᱱᱞᱩᱱ ᱨᱟᱛᱟᱝᱵᱩᱨᱩ ᱢᱟᱞᱟ ᱦᱟᱹᱵᱤᱡ ᱯᱟᱥᱱᱟᱣᱟ ᱟᱨ ᱪᱮᱛᱟᱱ ᱨᱮᱭᱟᱜ ᱥᱤᱱᱫᱷᱩ ᱜᱟᱰᱟ ᱫᱷᱟᱥᱱᱟᱭ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱫᱟ ᱾
नामों को शुरू में सीज़न के अंत में अंकों के आधार पर क्रमबद्ध किया जाता है।,ᱧᱩᱛᱩᱢ ᱠᱚᱫᱚ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱠᱟᱛᱮ ᱢᱩᱨᱥᱩᱢ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱠᱳᱨ ᱞᱮᱠᱟᱛᱮᱠᱚ ᱥᱟᱡᱟᱜᱼᱟ ᱾
इससे फरीदाबाद की दिल्ली के साथ कनेक्टिविटी को और बढ़ावा मिलेगा।,ᱱᱚᱶᱟ ᱫᱚ ᱫᱤᱞᱞᱤ ᱥᱟᱶᱛᱮ ᱯᱷᱚᱨᱤᱫᱟᱵᱟᱫᱽ ᱨᱮᱭᱟᱜ ᱡᱚᱯᱲᱟᱣ ᱟᱨᱦᱚᱸᱭ ᱵᱟᱹᱲᱛᱤᱭᱟ ᱾
बांग्लादेश में अगरतला से अखौरा तक पश्चिम की ओर एक नई रेलवे लाइन बिछाई जा रही है।,ᱵᱟᱝᱞᱟᱫᱮᱥ ᱨᱮᱭᱟᱜ ᱟᱜᱚᱨᱛᱚᱞᱟ ᱠᱷᱚᱱ ᱟᱠᱷᱟᱩᱲᱟ ᱫᱷᱟᱹᱵᱤᱡ ᱯᱚᱪᱷᱤᱢ ᱱᱟᱠᱷᱟ ᱥᱮᱫ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱶᱟ ᱨᱮᱞᱞᱟᱭᱤᱱ ᱛᱷᱟᱯᱚᱱ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
